Vehicle_make,Vehicle_type,Vehicle_year,Engine_type,Engine_displacement,Transmission_type,Number_of_cylinders,Vehicle_weight,Vehicle_length,Vehicle_width,Vehicle_height,Safety_rating,Number_of_airbags,ABS_presence,ESC_presence,TCS_presence,TPMS_presence,Crash_location,Weather_conditions,Road_surface_conditions,Time_of_day,Day_of_week,Driver_age,Driver_gender,Crash_severity
Hyundai,SUV,2005,petrol,2530,automatic,6,945,4799,1768,1469,1,1,1.0,1.0,1.0,1.0,urban,fog,wet,morning,nan,31,Male,severe
Mahindra,SUV,2008,electric,2937,manual,6,2331,4323,1506,1526,1,5,1.0,0.0,1.0,1.0,urban,rain,dry,night,Tuesday,73,Male,severe
Honda,SUV,2018,electric,1557,automatic,4,923,4561,1494,1449,3,7,0.0,1.0,1.0,1.0,urban,nan,dry,night,Wednesday,26,Female,severe
Tata Motors,SUV,2004,electric,1717,automatic,4,1618,3780,1498,1723,1,4,1.0,1.0,0.0,0.0,urban,nan,nan,afternoon,Wednesday,67,Male,severe
Tata Motors,sedan,2008,petrol,1969,automatic,6,1131,4447,1447,1670,3,5,0.0,1.0,1.0,0.0,urban,clear,dry,night,Monday,31,Female,severe
Mahindra,SUV,2006,electric,2117,manual,6,2091,3930,1575,1471,4,7,True,True,True,True,urban,fog,dry,night,Wednesday,75,Male,severe
Hyundai,pickup,2003,petrol,1675,manual,6,1404,3819,1798,1645,4,3,True,True,True,True,rural,clear,dry,morning,Sunday,76,Male,severe
Tata Motors,hatchback,2017,CNG,2747,manual,4,988,4694,1444,1642,4,2,True,True,True,True,urban,clear,nan,night,Tuesday,43,Male,severe
Hyundai,pickup,2017,petrol,2651,manual,4,2406,3570,1657,1507,2,1,1.0,0.0,1.0,1.0,rural,rain,nan,night,Wednesday,22,Male,severe
Mahindra,SUV,2019,CNG,1520,manual,4,943,4611,1713,1407,4,7,True,True,True,True,urban,clear,dry,night,Saturday,30,Female,severe
Hyundai,sedan,2016,petrol,2978,automatic,6,1951,3556,1565,1769,2,2,1.0,1.0,,0.0,rural,clear,dry,morning,nan,36,nan,severe
Hyundai,SUV,2003,petrol,1992,manual,4,2347,3666,1914,1680,1,6,,1.0,,1.0,urban,rain,nan,night,nan,61,Female,severe
Hyundai,SUV,2021,electric,2321,automatic,4,1629,4130,1880,1604,4,1,True,True,True,True,urban,rain,dry,night,Wednesday,70,Female,severe
Tata Motors,sedan,2015,diesel,2200,automatic,3,1524,4296,1871,1680,4,6,True,True,True,True,rural,rain,dry,evening,Monday,43,Male,severe
Maruti Suzuki,sedan,2021,petrol,2355,automatic,6,2185,4759,1590,1417,4,6,True,True,True,True,rural,clear,dry,night,Monday,30,Male,moderate
Honda,sedan,2022,electric,2022,manual,3,2395,4421,1442,1472,1,4,0.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Monday,69,Male,severe
Hyundai,sedan,2004,CNG,1638,automatic,6,1648,4921,1636,1597,4,7,True,True,True,True,rural,rain,dry,morning,Friday,59,Male,severe
Hyundai,sedan,2008,electric,2843,automatic,6,1631,3819,1931,1413,4,2,True,True,True,True,rural,clear,muddy,afternoon,nan,81,Male,severe
Hyundai,sedan,2001,diesel,2233,manual,6,1406,4031,1977,1789,3,7,1.0,1.0,1.0,1.0,urban,clear,dry,night,Sunday,62,Female,severe
Maruti Suzuki,hatchback,2001,petrol,1968,automatic,3,871,3506,1625,1502,3,1,1.0,1.0,1.0,1.0,rural,nan,dry,afternoon,Sunday,30,Female,moderate
Mahindra,SUV,2003,electric,2787,manual,6,1421,3957,1833,1617,2,4,0.0,1.0,1.0,1.0,rural,clear,dry,afternoon,Saturday,57,Female,severe
Tata Motors,SUV,2019,CNG,2488,manual,4,1745,3737,1853,1691,3,3,,1.0,1.0,1.0,urban,clear,dry,evening,Thursday,40,Male,severe
Maruti Suzuki,sedan,2019,petrol,1263,manual,6,2105,3950,1526,1435,1,7,0.0,1.0,1.0,1.0,rural,clear,dry,night,Wednesday,74,Female,moderate
Hyundai,pickup,2016,diesel,2775,automatic,4,2247,4395,1826,1602,1,6,1.0,0.0,0.0,0.0,urban,fog,dry,evening,Friday,52,Female,severe
Maruti Suzuki,sedan,2019,petrol,2015,automatic,3,1238,4637,1800,1545,4,1,True,True,True,True,rural,clear,dry,evening,Thursday,43,Female,moderate
Maruti Suzuki,hatchback,2020,petrol,1508,automatic,3,2447,3991,1472,1414,3,4,,1.0,1.0,1.0,urban,clear,dry,afternoon,Friday,22,Male,moderate
Maruti Suzuki,sedan,2018,petrol,960,manual,4,958,4832,1547,1655,2,6,,1.0,1.0,1.0,urban,rain,dry,afternoon,Tuesday,34,Male,moderate
Mahindra,hatchback,2002,diesel,2584,automatic,6,2074,3948,1820,1744,2,3,1.0,0.0,1.0,1.0,urban,clear,muddy,afternoon,Sunday,37,Male,severe
Honda,pickup,2004,diesel,2744,automatic,4,2150,4681,1835,1671,2,3,1.0,1.0,1.0,0.0,urban,clear,dry,night,Friday,38,Female,severe
Tata Motors,pickup,2009,petrol,2876,manual,6,1424,4504,1990,1475,4,3,True,True,True,True,urban,clear,dry,afternoon,Friday,76,Male,severe
Mahindra,sedan,2005,diesel,1566,automatic,4,2340,4922,1681,1413,1,1,1.0,1.0,1.0,1.0,rural,clear,dry,afternoon,Sunday,84,Female,severe
Mahindra,hatchback,2002,CNG,2827,automatic,3,2476,4138,1808,1446,4,4,True,True,True,True,rural,clear,dry,morning,Tuesday,68,Male,severe
Honda,pickup,2016,CNG,984,manual,3,1713,3702,1719,1581,1,1,1.0,1.0,1.0,1.0,rural,nan,muddy,afternoon,Wednesday,69,Female,severe
Mahindra,hatchback,2009,diesel,2696,manual,3,1137,4081,1814,1457,4,5,True,True,True,True,urban,clear,wet,afternoon,Tuesday,64,nan,severe
Maruti Suzuki,sedan,2011,petrol,1532,automatic,6,1554,4977,1768,1604,1,6,1.0,0.0,1.0,1.0,rural,clear,wet,afternoon,Thursday,83,Female,moderate
Maruti Suzuki,sedan,2000,petrol,2655,automatic,6,2454,4359,1793,1630,2,2,0.0,1.0,1.0,1.0,rural,rain,muddy,afternoon,Saturday,49,Male,moderate
Hyundai,sedan,2017,petrol,2421,manual,4,2463,3619,1821,1557,1,4,1.0,1.0,1.0,1.0,nan,rain,dry,night,Thursday,21,Female,severe
Mahindra,sedan,2018,petrol,1377,manual,6,1907,4164,1996,1701,3,6,1.0,1.0,1.0,0.0,rural,clear,nan,evening,Saturday,43,Female,severe
Hyundai,SUV,2021,CNG,2645,manual,6,1936,4443,1895,1415,3,6,1.0,1.0,1.0,0.0,urban,clear,nan,afternoon,Saturday,62,Female,severe
Tata Motors,pickup,2019,CNG,1177,automatic,4,1782,4123,1871,1528,2,4,1.0,1.0,1.0,1.0,rural,clear,dry,afternoon,Monday,52,Female,severe
Maruti Suzuki,hatchback,2003,petrol,2108,manual,6,1475,4412,1497,1568,2,1,1.0,0.0,1.0,0.0,rural,clear,dry,morning,Friday,37,Male,moderate
Tata Motors,sedan,2014,electric,896,automatic,4,1168,3679,1771,1620,4,5,True,True,True,True,rural,clear,dry,afternoon,nan,50,Female,severe
Honda,pickup,2008,diesel,1641,manual,6,1426,4130,1551,1776,3,4,1.0,1.0,1.0,1.0,urban,clear,nan,night,Saturday,73,Female,severe
Maruti Suzuki,sedan,2005,petrol,2971,automatic,6,1927,4141,1480,1682,2,7,1.0,0.0,1.0,1.0,rural,clear,dry,afternoon,Thursday,52,Male,moderate
Tata Motors,hatchback,2011,petrol,955,manual,3,2003,4199,1416,1604,4,5,True,True,True,True,urban,clear,dry,night,Thursday,27,Female,severe
Honda,sedan,2017,electric,2957,manual,6,2112,4452,1469,1461,4,2,True,True,True,True,urban,clear,muddy,morning,Tuesday,77,Female,severe
Tata Motors,SUV,2022,electric,1659,automatic,6,2271,3992,1911,1454,3,4,1.0,1.0,,0.0,rural,clear,wet,morning,nan,73,Female,severe
Honda,hatchback,2014,diesel,2502,manual,4,2055,4442,1637,1706,1,6,1.0,1.0,0.0,1.0,urban,clear,dry,night,nan,29,Female,severe
Honda,pickup,2018,petrol,1525,manual,3,2148,4850,1814,1516,4,6,True,True,True,True,rural,fog,nan,evening,Tuesday,63,Male,severe
Maruti Suzuki,sedan,2008,petrol,2517,automatic,4,2175,3896,1456,1468,3,5,0.0,,1.0,1.0,urban,rain,muddy,night,Monday,28,Male,moderate
Hyundai,sedan,2021,petrol,2213,automatic,3,1768,4289,1803,1743,4,5,True,True,True,True,rural,clear,dry,afternoon,Wednesday,69,Female,severe
Honda,SUV,2012,CNG,1962,manual,6,1469,4706,1829,1600,4,5,True,True,True,True,urban,clear,dry,afternoon,Wednesday,69,Male,severe
Honda,SUV,2015,petrol,2166,manual,6,2431,4629,1529,1496,2,5,1.0,1.0,1.0,1.0,rural,nan,wet,evening,Saturday,58,Male,severe
Maruti Suzuki,hatchback,2012,petrol,2486,automatic,6,2054,3833,1993,1637,2,6,1.0,,1.0,1.0,urban,clear,dry,afternoon,Tuesday,68,Male,moderate
Hyundai,hatchback,2000,petrol,1940,automatic,4,1123,4158,1449,1500,2,1,1.0,1.0,0.0,1.0,urban,clear,dry,morning,Friday,71,Female,severe
Mahindra,pickup,2017,diesel,2969,automatic,3,1589,4897,1869,1496,3,7,0.0,0.0,1.0,0.0,urban,clear,dry,night,Wednesday,53,Male,severe
Mahindra,SUV,2021,CNG,1733,automatic,6,1626,3500,1884,1767,4,4,True,True,True,True,urban,rain,dry,night,Sunday,48,Male,severe
Hyundai,pickup,2002,petrol,2484,manual,4,1063,4998,1897,1693,3,7,1.0,1.0,0.0,1.0,urban,nan,dry,evening,Wednesday,68,Male,severe
Tata Motors,hatchback,2016,petrol,1299,manual,4,1249,3951,1731,1684,4,1,True,True,True,True,rural,rain,muddy,afternoon,Wednesday,42,Male,severe
Maruti Suzuki,hatchback,2021,petrol,873,manual,4,1348,3683,1544,1690,4,7,True,True,True,True,rural,clear,dry,afternoon,Monday,58,Female,moderate
Hyundai,sedan,2004,petrol,2996,automatic,4,2434,4611,1605,1675,2,5,1.0,0.0,1.0,,urban,nan,wet,morning,Monday,78,Male,severe
Mahindra,SUV,2005,CNG,2001,automatic,4,2135,4203,1489,1546,2,3,1.0,1.0,1.0,,urban,clear,dry,morning,Saturday,49,Male,severe
Honda,hatchback,2020,electric,1691,manual,4,2012,4080,1850,1788,4,4,True,True,True,True,nan,clear,muddy,afternoon,Friday,43,Male,moderate
Mahindra,sedan,2016,CNG,2689,automatic,3,2421,3839,1569,1680,4,1,True,True,True,True,urban,clear,nan,night,Tuesday,24,Male,severe
Honda,hatchback,2016,CNG,1877,automatic,3,864,4417,1637,1492,1,5,1.0,,1.0,1.0,urban,clear,wet,evening,nan,21,Male,severe
Maruti Suzuki,sedan,2000,petrol,2046,manual,3,2438,4121,1862,1681,1,5,1.0,1.0,1.0,1.0,rural,clear,dry,afternoon,Friday,24,Female,moderate
Honda,SUV,2006,petrol,2067,manual,4,1225,3671,1799,1765,4,4,True,True,True,True,urban,rain,muddy,night,Tuesday,45,Female,severe
Hyundai,SUV,2021,petrol,2342,automatic,6,1423,3877,1565,1593,3,2,1.0,1.0,0.0,1.0,urban,rain,wet,evening,Thursday,60,Male,severe
Honda,hatchback,2015,electric,1500,manual,3,1152,3676,1819,1588,1,7,1.0,1.0,1.0,1.0,urban,clear,dry,night,Friday,83,Female,severe
Tata Motors,hatchback,2004,diesel,2879,manual,4,1744,4110,1796,1798,4,7,True,True,True,True,urban,clear,dry,morning,Tuesday,84,Female,severe
Hyundai,SUV,2015,CNG,1636,automatic,4,1379,3535,1586,1527,4,4,True,True,True,True,urban,rain,muddy,night,Thursday,53,Male,severe
Maruti Suzuki,hatchback,2003,petrol,938,automatic,4,1807,4976,1663,1444,1,1,0.0,1.0,1.0,0.0,urban,nan,dry,evening,Monday,46,nan,moderate
Hyundai,SUV,2010,petrol,2793,automatic,6,1960,3724,1486,1661,4,2,True,True,True,True,rural,clear,dry,afternoon,Wednesday,58,Female,severe
Tata Motors,pickup,2013,CNG,2937,automatic,3,935,4355,1632,1585,3,4,,1.0,1.0,1.0,urban,clear,dry,evening,Saturday,58,Male,severe
Maruti Suzuki,sedan,2012,petrol,1627,manual,4,2137,4429,1708,1784,1,6,0.0,0.0,1.0,1.0,urban,nan,dry,evening,Sunday,19,Female,moderate
Mahindra,SUV,2007,CNG,2262,automatic,4,1810,4816,1532,1728,3,4,1.0,0.0,1.0,1.0,urban,clear,dry,evening,Wednesday,39,Male,severe
Tata Motors,hatchback,2020,diesel,2048,automatic,3,1525,4996,1872,1442,4,4,True,True,True,True,nan,clear,wet,night,Friday,78,Male,severe
Maruti Suzuki,sedan,2019,petrol,1353,manual,4,2320,4776,1703,1671,2,6,1.0,1.0,0.0,0.0,nan,rain,muddy,night,Wednesday,39,Female,moderate
Honda,hatchback,2014,diesel,1539,manual,4,1552,4574,1679,1413,4,6,True,True,True,True,rural,clear,muddy,afternoon,nan,29,Female,severe
Hyundai,sedan,2017,diesel,1068,manual,3,1109,4816,1600,1473,1,3,1.0,1.0,1.0,1.0,urban,fog,muddy,afternoon,Sunday,18,Male,severe
Maruti Suzuki,hatchback,2006,petrol,1709,automatic,3,2420,3652,1890,1418,3,6,1.0,0.0,1.0,1.0,rural,rain,dry,afternoon,Sunday,32,Female,moderate
Hyundai,hatchback,2020,electric,985,automatic,3,2383,4248,1697,1450,4,7,True,True,True,True,nan,rain,dry,evening,nan,67,Male,severe
Honda,sedan,2018,petrol,1668,manual,6,2261,4784,1536,1791,3,4,1.0,1.0,,1.0,rural,clear,dry,evening,Friday,67,Male,severe
Maruti Suzuki,hatchback,2008,petrol,1632,automatic,4,2184,4265,1847,1703,3,1,0.0,1.0,1.0,1.0,rural,clear,dry,night,Saturday,63,Male,moderate
Mahindra,hatchback,2010,electric,2212,manual,6,955,4320,1596,1539,1,5,1.0,1.0,1.0,1.0,urban,nan,muddy,afternoon,Sunday,50,Male,severe
Tata Motors,pickup,2009,petrol,2289,automatic,3,2436,3604,1490,1597,3,1,0.0,1.0,0.0,1.0,rural,clear,muddy,evening,Wednesday,48,Male,severe
Maruti Suzuki,hatchback,2013,petrol,1815,manual,6,1761,3866,1460,1690,3,4,1.0,1.0,,,rural,clear,dry,afternoon,nan,40,Male,moderate
Honda,sedan,2015,electric,1241,manual,3,1165,4806,1471,1597,1,2,,1.0,,1.0,urban,clear,wet,night,Thursday,22,Female,severe
Maruti Suzuki,hatchback,2007,petrol,838,manual,6,1904,4840,1851,1405,3,3,1.0,,1.0,1.0,urban,clear,dry,afternoon,Friday,32,Female,moderate
Hyundai,pickup,2000,diesel,2444,manual,6,2463,4332,1598,1754,4,3,True,True,True,True,urban,fog,dry,night,Friday,35,Male,severe
Maruti Suzuki,hatchback,2011,petrol,2349,manual,4,2494,4607,1682,1635,4,6,True,True,True,True,urban,clear,wet,evening,Friday,69,Female,moderate
Mahindra,SUV,2002,petrol,1694,manual,6,2060,4523,1550,1666,3,3,1.0,1.0,,1.0,nan,rain,dry,evening,Thursday,47,Male,severe
Maruti Suzuki,sedan,2001,petrol,2735,automatic,6,2220,4568,1439,1650,1,6,1.0,1.0,1.0,1.0,urban,clear,wet,morning,nan,63,Female,moderate
Tata Motors,pickup,2015,petrol,2268,automatic,3,1882,4910,1770,1746,1,2,1.0,1.0,1.0,,nan,clear,dry,evening,Monday,18,Female,severe
Maruti Suzuki,hatchback,2003,petrol,1242,manual,4,2060,4712,1876,1425,4,2,True,True,True,True,urban,clear,wet,morning,Tuesday,50,Female,moderate
Hyundai,sedan,2001,CNG,1130,automatic,6,2333,3989,1457,1471,2,7,1.0,1.0,1.0,,urban,clear,dry,morning,nan,53,Female,severe
Maruti Suzuki,sedan,2011,petrol,1792,automatic,3,1137,3549,1947,1488,2,2,0.0,,1.0,1.0,nan,rain,dry,night,Tuesday,66,Male,moderate
Mahindra,pickup,2016,diesel,2158,automatic,4,1271,4315,1652,1482,3,2,1.0,1.0,1.0,0.0,urban,rain,dry,morning,Wednesday,36,Male,severe
Honda,pickup,2019,CNG,1935,automatic,6,2238,3700,1815,1705,2,1,1.0,1.0,0.0,1.0,rural,nan,wet,night,Sunday,19,Male,severe
Maruti Suzuki,sedan,2020,petrol,2569,manual,3,1088,3674,1638,1425,3,5,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Tuesday,61,Male,moderate
Maruti Suzuki,sedan,2009,petrol,2986,automatic,3,1173,3641,1783,1670,3,2,1.0,1.0,1.0,,urban,clear,nan,morning,Sunday,66,Female,moderate
Tata Motors,hatchback,2019,electric,2602,automatic,6,2132,4798,1806,1679,2,6,0.0,,0.0,1.0,urban,clear,wet,night,nan,51,Male,severe
Mahindra,hatchback,2007,electric,2607,automatic,3,2430,3689,1567,1732,4,5,True,True,True,True,urban,rain,dry,afternoon,Monday,52,Female,severe
Honda,pickup,2017,diesel,1989,manual,6,1945,4657,1510,1586,4,4,True,True,True,True,rural,rain,wet,afternoon,nan,29,Female,severe
Hyundai,hatchback,2017,diesel,2237,manual,3,1146,4357,1831,1712,1,5,1.0,0.0,1.0,1.0,urban,rain,wet,afternoon,Thursday,84,Male,severe
Maruti Suzuki,sedan,2017,petrol,1992,automatic,6,1432,4280,1695,1480,1,4,1.0,1.0,1.0,1.0,nan,rain,dry,night,Friday,33,Male,moderate
Honda,hatchback,2001,petrol,2971,automatic,4,835,4368,1684,1528,4,3,True,True,True,True,nan,clear,wet,afternoon,Wednesday,64,Male,severe
Hyundai,SUV,2011,petrol,1705,automatic,6,1524,4620,1700,1538,2,4,1.0,1.0,1.0,1.0,urban,clear,dry,night,Friday,35,Male,severe
Mahindra,SUV,2009,CNG,1917,automatic,6,2276,4564,1908,1675,4,7,True,True,True,True,urban,clear,wet,morning,Sunday,57,Male,severe
Mahindra,hatchback,2007,CNG,1921,automatic,6,1258,3828,1945,1430,4,1,True,True,True,True,rural,clear,wet,morning,Sunday,83,Female,severe
Honda,hatchback,2018,electric,1842,manual,3,2049,4464,1489,1635,4,4,True,True,True,True,urban,clear,nan,afternoon,Wednesday,83,Female,severe
Hyundai,sedan,2009,CNG,1947,manual,4,1690,4896,1899,1498,3,3,1.0,0.0,1.0,1.0,urban,clear,wet,afternoon,Saturday,72,Female,severe
Mahindra,SUV,2010,petrol,2942,automatic,4,1601,4274,1926,1566,1,7,1.0,,1.0,1.0,urban,rain,dry,morning,Sunday,49,Male,severe
Honda,pickup,2013,petrol,2778,automatic,4,2200,3594,1981,1405,3,3,,1.0,0.0,1.0,urban,clear,dry,evening,nan,44,Female,severe
Mahindra,SUV,2014,petrol,2941,automatic,4,2396,4193,1470,1754,1,6,1.0,1.0,0.0,1.0,rural,rain,nan,afternoon,Tuesday,55,Female,severe
Mahindra,pickup,2022,petrol,2683,manual,4,2011,3981,1753,1683,2,5,1.0,0.0,1.0,,urban,clear,dry,evening,Tuesday,27,Male,severe
Mahindra,hatchback,2009,electric,2279,manual,3,1826,3510,1581,1452,4,7,True,True,True,True,rural,nan,wet,evening,Saturday,21,Male,severe
Tata Motors,SUV,2003,electric,2207,automatic,4,805,4990,1524,1515,2,5,1.0,0.0,1.0,1.0,urban,clear,wet,afternoon,nan,33,Male,severe
Hyundai,SUV,2006,petrol,1781,manual,4,2227,4272,1509,1699,4,6,True,True,True,True,rural,clear,wet,night,Monday,22,Male,severe
Honda,sedan,2010,diesel,1789,automatic,3,1412,3970,1785,1464,4,3,True,True,True,True,rural,clear,muddy,afternoon,Tuesday,63,Female,severe
Honda,sedan,2021,CNG,1505,manual,6,1108,3930,1563,1607,2,4,1.0,1.0,1.0,1.0,urban,clear,wet,evening,nan,81,Female,severe
Hyundai,SUV,2021,electric,2764,manual,6,1158,4566,1939,1640,3,6,1.0,1.0,1.0,1.0,urban,clear,dry,evening,Tuesday,20,Male,severe
Hyundai,SUV,2002,diesel,2124,manual,4,1757,3503,1614,1508,2,4,1.0,0.0,1.0,1.0,nan,nan,dry,evening,Friday,45,Female,severe
Hyundai,SUV,2004,CNG,2151,manual,4,1307,3836,1502,1667,2,2,,0.0,0.0,1.0,nan,rain,dry,night,Monday,49,Female,severe
Hyundai,pickup,2001,diesel,1654,manual,6,1264,3874,1803,1555,2,7,0.0,1.0,1.0,0.0,rural,fog,nan,afternoon,Wednesday,73,Female,severe
Maruti Suzuki,sedan,2011,petrol,1204,manual,6,1475,4618,1564,1655,3,6,1.0,1.0,,1.0,rural,clear,dry,evening,Wednesday,78,Female,moderate
Honda,sedan,2020,CNG,1319,automatic,3,1601,4970,1970,1471,4,1,True,True,True,True,urban,fog,muddy,afternoon,Monday,25,Male,severe
Maruti Suzuki,hatchback,2004,petrol,2469,automatic,4,1317,3529,1443,1622,4,4,True,True,True,True,nan,rain,dry,evening,Sunday,34,Female,moderate
Mahindra,sedan,2006,electric,2207,automatic,4,1798,4397,1539,1648,3,6,1.0,0.0,1.0,1.0,urban,clear,dry,afternoon,Saturday,82,Female,severe
Mahindra,sedan,2003,electric,1620,automatic,6,1183,4611,1431,1509,3,6,1.0,1.0,,1.0,urban,clear,wet,morning,Monday,52,Female,severe
Honda,sedan,2010,electric,1234,automatic,4,1761,4341,1648,1429,1,3,1.0,,0.0,0.0,urban,clear,dry,night,Monday,18,Female,severe
Mahindra,SUV,2021,CNG,1697,automatic,4,1289,3719,1942,1789,4,1,True,True,True,True,nan,rain,dry,morning,Sunday,46,Male,severe
Hyundai,sedan,2008,petrol,2981,automatic,4,1338,3627,1929,1757,4,5,True,True,True,True,rural,fog,dry,afternoon,Tuesday,64,Male,severe
Maruti Suzuki,sedan,2003,petrol,1418,automatic,3,1350,4694,1812,1484,3,3,1.0,1.0,1.0,0.0,rural,fog,dry,evening,Friday,28,Male,moderate
Hyundai,sedan,2021,CNG,1224,automatic,6,2312,3724,1931,1429,4,3,True,True,True,True,urban,fog,wet,morning,nan,37,Male,severe
Mahindra,hatchback,2008,CNG,2351,manual,3,2130,4797,1430,1780,4,7,True,True,True,True,rural,clear,dry,afternoon,Tuesday,68,Female,severe
Maruti Suzuki,hatchback,2011,petrol,1157,automatic,6,2098,3907,1790,1735,2,5,1.0,,0.0,1.0,rural,rain,dry,morning,Monday,66,Female,moderate
Hyundai,sedan,2015,electric,2394,automatic,3,1407,4176,1623,1718,1,7,1.0,1.0,,1.0,rural,clear,wet,night,Friday,29,Male,severe
Honda,SUV,2000,petrol,2318,manual,6,961,3657,1902,1663,3,4,,1.0,1.0,1.0,urban,fog,dry,afternoon,Wednesday,32,Female,severe
Hyundai,hatchback,2007,petrol,1810,automatic,3,1400,4208,1954,1618,4,7,True,True,True,True,urban,fog,wet,afternoon,Saturday,28,Male,severe
Mahindra,sedan,2000,diesel,996,automatic,4,2070,3906,1908,1527,3,5,1.0,1.0,0.0,1.0,rural,rain,wet,evening,nan,28,Female,severe
Maruti Suzuki,hatchback,2019,petrol,1940,manual,6,2359,3529,1448,1688,3,3,1.0,1.0,1.0,1.0,nan,nan,dry,afternoon,Friday,40,Male,moderate
Honda,hatchback,2018,CNG,1833,manual,3,1464,3695,1762,1698,4,7,True,True,True,True,rural,clear,dry,night,Saturday,52,Female,severe
Maruti Suzuki,hatchback,2003,petrol,1661,manual,4,1643,4692,1414,1475,1,4,1.0,1.0,1.0,1.0,urban,clear,wet,evening,Tuesday,71,Male,moderate
Honda,pickup,2013,electric,1148,automatic,3,1661,4318,1745,1698,2,6,1.0,0.0,1.0,,urban,rain,dry,night,Sunday,70,Female,severe
Maruti Suzuki,hatchback,2022,petrol,2458,automatic,4,1042,3843,1867,1444,2,6,1.0,1.0,1.0,1.0,urban,clear,dry,morning,Monday,57,Female,moderate
Mahindra,hatchback,2013,diesel,1374,automatic,3,829,4078,1892,1633,1,5,1.0,0.0,1.0,1.0,urban,rain,muddy,night,nan,51,Female,severe
Honda,SUV,2008,diesel,2677,automatic,4,1280,4922,1638,1643,2,4,1.0,1.0,0.0,1.0,nan,fog,dry,afternoon,Thursday,51,Male,severe
Tata Motors,pickup,2008,electric,2619,automatic,6,1020,3683,1476,1637,3,6,1.0,1.0,0.0,0.0,urban,rain,wet,evening,Wednesday,58,Female,severe
Maruti Suzuki,hatchback,2016,petrol,2585,automatic,3,2389,4011,1632,1514,1,7,1.0,1.0,1.0,1.0,rural,clear,dry,evening,Friday,77,Female,moderate
Maruti Suzuki,sedan,2014,petrol,1730,automatic,3,1170,4460,1845,1770,2,1,0.0,1.0,1.0,1.0,rural,nan,wet,evening,Sunday,75,Female,moderate
Hyundai,hatchback,2009,electric,2977,automatic,3,1901,4725,1570,1790,1,7,0.0,1.0,,1.0,rural,rain,wet,evening,Thursday,82,Female,severe
Honda,pickup,2016,diesel,2747,automatic,3,919,4120,1933,1563,4,4,True,True,True,True,urban,clear,dry,afternoon,Saturday,49,Female,severe
Tata Motors,hatchback,2008,CNG,1386,automatic,4,1309,3717,1672,1680,4,6,True,True,True,True,rural,clear,muddy,evening,nan,18,Female,severe
Mahindra,hatchback,2003,CNG,1283,manual,6,1313,4599,1424,1612,4,6,True,True,True,True,urban,rain,wet,afternoon,Sunday,53,Female,severe
Hyundai,sedan,2013,petrol,1157,automatic,4,2190,3820,1645,1692,3,6,1.0,0.0,1.0,1.0,urban,clear,dry,morning,nan,28,Female,severe
Tata Motors,hatchback,2002,diesel,1184,manual,6,1903,3501,1948,1520,2,3,1.0,0.0,0.0,1.0,urban,clear,dry,evening,Sunday,76,Male,severe
Honda,pickup,2020,diesel,1053,automatic,3,2182,4615,1873,1795,2,5,1.0,1.0,0.0,1.0,urban,fog,dry,evening,Wednesday,18,Female,severe
Tata Motors,hatchback,2011,diesel,1634,manual,6,990,4693,1712,1455,3,4,0.0,1.0,1.0,1.0,rural,clear,dry,morning,Friday,52,Female,severe
Maruti Suzuki,sedan,2021,petrol,1990,automatic,3,2459,4270,1868,1479,2,7,0.0,,,1.0,rural,nan,dry,evening,Tuesday,62,Male,moderate
Maruti Suzuki,sedan,2000,petrol,2536,automatic,3,2459,4828,1754,1763,2,2,1.0,1.0,1.0,1.0,urban,clear,wet,afternoon,nan,53,Female,moderate
Hyundai,pickup,2000,electric,2503,manual,4,1840,4094,1858,1780,2,5,1.0,0.0,1.0,1.0,urban,rain,wet,evening,Wednesday,79,Male,severe
Honda,hatchback,2012,diesel,1595,manual,6,830,3581,1915,1681,3,7,1.0,1.0,0.0,1.0,nan,clear,nan,morning,Friday,49,Male,moderate
Honda,sedan,2013,CNG,1268,manual,4,1696,4816,1457,1456,1,5,1.0,1.0,0.0,1.0,urban,clear,wet,evening,Friday,81,Female,severe
Tata Motors,hatchback,2015,diesel,2683,manual,4,1957,4871,1571,1797,1,7,1.0,1.0,1.0,1.0,urban,rain,dry,morning,Wednesday,29,Male,severe
Hyundai,hatchback,2006,diesel,1292,manual,4,2046,3722,1729,1725,2,2,0.0,1.0,1.0,,urban,fog,dry,evening,nan,42,Female,severe
Honda,SUV,2009,CNG,2374,manual,6,1893,4274,1672,1696,4,4,True,True,True,True,rural,rain,dry,night,Sunday,30,Male,severe
Maruti Suzuki,hatchback,2014,petrol,850,automatic,6,1191,4378,1629,1450,1,1,0.0,1.0,1.0,1.0,urban,nan,wet,evening,Wednesday,20,Female,moderate
Tata Motors,pickup,2007,petrol,2920,automatic,6,1916,4561,1545,1762,4,3,True,True,True,True,urban,clear,dry,evening,Wednesday,26,Female,severe
Mahindra,sedan,2010,CNG,851,manual,4,1896,3941,1836,1411,3,1,1.0,,1.0,1.0,urban,clear,muddy,night,Thursday,46,Male,severe
Maruti Suzuki,hatchback,2013,petrol,2972,automatic,6,1961,4656,1674,1496,2,3,1.0,1.0,1.0,1.0,urban,nan,dry,night,nan,33,Male,moderate
